productid,rawmaterialid,qtyinkg
20118,RM051,15.0
20118,RM1202,2.0
20118,RM004,4.0
20118,RM210,5.0
20118,RM001,10.0
20118,RM220,0.1
20118,RM200,15.0
20118,RM202,10.0
20119,RM051,42.0
20119,RM1202,2.0
20119,RM005,10.0
20119,RM004,0.0
20119,RM606,0.04
20119,RM203,5.0
20119,RM200,15.0
20120,RM211,4.0
20120,RM051,23.5
20120,RM1202,2.4
20120,RM006,2.0
20120,RM210,5.0
20120,RM001,10.0
20120,RM200,15.5
20120,RM202,12.0
20120,RM135,2.0
20120,RM080,0.0
20121,RM051,30.0
20121,RM1202,1.0
20121,RM006,2.0
20121,RM210,5.0
20121,RM001,7.0
20121,RM606,0.005
20121,RM1310,0.05
20121,RM200,10.0
20121,RM080,0.0
20122,RM211,8.0
20122,RM051,40.0
20122,RM1202,2.0
20122,RM005,4.0
20122,RM001,7.0
20122,RM220,0.01
20122,RM203,3.8
20122,RM200,12.0
20122,RM202,10.0
20123,RM051,30.0
20123,RM1202,1.0
20123,RM006,2.0
20123,RM001,10.0
20123,RM220,0.0
20123,RM221,0.0
20123,RM200,10.0
20123,RM202,4.0
20123,RM080,0.0
20124,RM051,25.0
20124,RM1202,2.0
20124,RM006,2.0
20124,RM001,10.0
20124,RM220,0.05
20124,RM200,15.0
20124,RM202,8.0
20124,RM080,0.0
20125,RM051,25.0
20125,RM1202,2.0
20125,RM006,0.0
20125,RM001,10.0
20125,RM221,0.08
20125,RM222,0.2
20125,RM200,0.0
20125,RM202,18.0
20125,RM080,0.0
20126,RM211,7.0
20126,RM1202,0.5
20126,RM006,4.5
20126,RM001,19.0
20126,RM200,17.5
20126,RM101,1.0
20127,RM211,5.0
20127,RM1202,0.5
20127,RM006,8.0
20127,RM001,12.0
20127,RM200,16.25
20127,RM202,5.0
20127,RM101,1.5
20128,RM051,3.38
20128,RM1202,0.25
20128,RM006,0.0
20128,RM001,1.3
20128,RM221,0.03
20128,RM200,3.23
20129,RM051,25.0
20129,RM1202,2.0
20129,RM006,4.0
20129,RM210,3.0
20129,RM001,6.0
20129,RM222,0.03
20129,RM1312,1.0
20129,RM1311,0.05
20129,RM200,7.0
20129,RM202,7.0
20110,RM200,10.855
20130,RM120,0.1
20130,RM051,20.0
20130,RM1202,2.0
20130,RM006,4.0
20130,RM001,8.0
20130,RM200,6.5
20130,RM202,20.0
20131,RM197,0.0
20131,RM051,25.0
20131,RM1202,2.0
20131,RM006,4.0
20131,RM001,6.0
20131,RM505,0.0
20131,RM200,12.0
20132,RM211,7.0
20132,RM051,40.0
20132,RM1202,2.0
20132,RM006,1.0
20132,RM001,6.0
20132,RM221,0.1
20132,RM222,0.1
20132,RM200,2.0
20132,RM202,15.0
20133,RM120,0.1
20133,RM1202,2.0
20133,RM006,4.0
20133,RM001,22.0
20133,RM200,5.0
20133,RM202,20.0
20134,RM051,25.0
20134,RM1202,2.0
20134,RM006,4.0
20134,RM001,8.0
20134,RM606,0.07
20134,RM803,0.011
20134,RM200,10.6
20135,RM051,4.5
20135,RM1202,0.3
20135,RM005,0.77
20135,RM001,1.44
20135,RM606,0.04
20135,RM803,0.0002
20135,RM200,2.4
20135,RM202,1.0
20136,RM051,27.0
20136,RM1202,2.0
20136,RM006,4.0
20136,RM001,8.0
20136,RM600,0.025
20136,RM605,0.02
20136,RM606,0.5
20136,RM200,10.0
20136,RM202,2.0
20137,RM211,7.0
20137,RM051,0.0
20137,RM1202,1.0
20137,RM006,5.0
20137,RM001,20.0
20137,RM310,0.05
20137,RM803,0.0025
20137,RM200,7.75
20137,RM202,7.75
20138,RM211,8.0
20138,RM051,15.5
20138,RM1202,2.0
20138,RM006,2.0
20138,RM001,8.0
20138,RM220,0.05
20138,RM222,0.25
20138,RM200,10.0
20138,RM202,10.0
20139,RM051,15.0
20139,RM1202,2.0
20139,RM006,6.0
20139,RM001,10.0
20139,RM220,0.025
20139,RM606,0.5
20139,RM200,8.0
20139,RM202,8.0
20140,RM197,0.005
20140,RM051,30.0
20140,RM1202,2.0
20140,RM006,2.0
20140,RM001,8.0
20140,RM313,0.8
20140,RM802,0.2
20140,RM200,10.0
20140,RM202,10.0
20141,RM211,8.0
20141,RM051,0.0
20141,RM1202,2.0
20141,RM006,3.0
20141,RM001,20.0
20141,RM200,10.0
20141,RM202,7.0
20142,RM051,15.0
20142,RM1202,2.0
20142,RM004,3.0
20142,RM001,7.0
20142,RM803,0.015
20142,RM505,0.08
20142,RM200,5.0
20142,RM202,20.0
20143,RM051,25.0
20143,RM1202,2.0
20143,RM004,3.0
20143,RM001,5.0
20143,RM220,0.05
20143,RM200,15.0
20143,RM202,4.0
20145,RM197,0.063
20145,RM051,3.0
20145,RM1202,0.23
20145,RM004,0.23
20145,RM001,1.2
20145,RM606,0.0034
20145,RM200,2.9
20146,RM051,3.5
20146,RM1202,0.25
20146,RM004,0.0
20146,RM001,1.3
20146,RM200,3.8
20147,RM051,5.0
20147,RM1202,0.25
20147,RM004,0.0
20147,RM001,1.5
20147,RM200,2.9
20149,RM051,28.0
20149,RM1202,2.0
20149,RM004,1.0
20149,RM001,8.0
20149,RM606,0.5
20149,RM200,10.0
20150,RM197,0.0075
20150,RM051,4.55
20150,RM1202,0.2
20150,RM005,1.4
20150,RM001,0.3
20150,RM606,0.0015
20150,RM203,0.75
20150,RM200,0.75
20150,RM202,0.6
20150,RM101,0.2
MT1503,RM919,1.0
MT1503,RM200,0.16
MT1503,RM1201,0.2
MT1503,RM092,0.2
20152,RM051,4.0
20152,RM1202,0.3
20152,RM004,0.3
20151,RM1202,1.5
20151,RM606,0.135
20151,RM222,0.16
20151,RM221,0.16
20151,RM200,13.0
20152,RM001,1.2
20152,RM606,0.015
20152,RM803,0.02
20152,RM200,1.45
20152,RM202,0.81
20153,RM1202,0.5
20153,RM004,3.0
20153,RM001,17.0
20153,RM203,23.0
20153,RM200,23.0
20154,RM051,4.46
20154,RM1202,0.32
20154,RM004,0.32
20154,RM001,0.96
20154,RM220,0.016
20154,RM222,0.016
20154,RM203,0.955
20154,RM200,0.955
20155,RM051,5.6
20155,RM1202,0.35
20155,RM004,0.77
20155,RM001,1.35
20155,RM606,0.04
20155,RM200,2.4
20155,RM202,1.0
20156,RM051,3.1
20156,RM1202,0.32
20156,RM004,0.32
20156,RM001,1.23
20156,RM220,0.0
20156,RM222,0.015
20156,RM200,1.535
20156,RM202,1.53
20157,RM051,10.0
20157,RM1202,1.5
20157,RM004,2.0
20157,RM001,12.0
20157,RM203,12.5
20157,RM200,13.3
20158,RM197,0.0015
20158,RM051,3.0
20158,RM1202,0.3
20158,RM004,0.45
20158,RM001,1.5
20158,RM221,0.003
20158,RM606,0.0015
20158,RM505,0.0015
20158,RM200,2.25
20159,RM051,1.8
20159,RM1202,0.9
20159,RM004,0.9
20159,RM001,8.7
20159,RM220,0.034
20159,RM201,4.4
20159,RM200,24.5
20159,RM202,3.9
20160,RM051,30.0
20160,RM183,0.02
20160,RM1201,2.0
20160,RM004,2.0
20160,RM001,8.0
20160,RM202,15.0
20161,RM051,25.0
20161,RM1201,2.0
20161,RM004,2.0
20161,RM001,8.0
20161,RM606,0.13
20161,RM400,0.05
20161,RM202,10.0
20162,RM050,61.0
20162,RM106,0.2
20162,RM004,2.0
20162,RM001,12.0
20162,RM606,1.0
20162,RM200,10.0
20162,RM202,10.0
20162,RM092,2.0
20162,RM101,0.4
20163,RM050,62.0
20163,RM106,0.2
20163,RM001,12.0
20163,RM108,0.4
20163,RM200,12.0
20163,RM202,12.0
20163,RM092,2.0
20163,RM080,0.6
20163,RM101,0.4
20164,RM050,70.0
20164,RM106,0.2
20164,RM001,14.0
20164,RM108,0.4
20164,RM200,20.0
20164,RM202,15.0
20164,RM092,2.0
20164,RM080,1.0
20164,RM101,0.4
20165,RM211,3.5
20165,RM050,0.0
20165,RM1202,0.5
20165,RM006,2.0
20165,RM001,12.0
20165,RM200,32.0
20166,RM051,23.0
20166,RM1202,1.0
20166,RM001,4.7
20166,RM221,0.225
20166,RM003,4.7
20166,RM606,0.04
20166,RM203,6.3
20166,RM202,6.3
20167,RM051,0.0
20167,RM1202,0.5
20167,RM004,0.0
20167,RM003,12.5
20167,RM203,14.0
20167,RM200,19.0
20168,RM051,46.0
20168,RM1202,1.0
20168,RM005,10.0
20168,RM003,10.0
20168,RM203,16.8
20169,RM120,0.0
20169,RM051,15.0
20169,RM001,12.5
20169,RM204,23.0
20169,RM103,0.25
20170,RM120,0.01
20170,RM197,0.00035
20170,RM051,3.4
20170,RM1202,0.34
20170,RM001,1.6
20170,RM505,0.00035
20170,RM203,2.55
20171,RM120,0.0
20171,RM051,40.0
20171,RM1202,1.0
20171,RM001,10.0
20171,RM203,10.0
20171,RM200,3.0
20172,RM051,93.8
20172,RM1202,1.7
20172,RM005,15.5
20172,RM001,12.5
20172,RM203,21.8
20172,RM202,21.8
20174,RM051,0.0
20174,RM1202,0.3
20174,RM005,1.15
20174,RM001,1.0
20174,RM203,0.0
20174,RM200,5.35
20175,RM051,30.0
20175,RM1202,2.0
20175,RM005,5.0
20175,RM001,4.0
20175,RM221,0.01
20175,RM606,0.15
20175,RM203,7.0
20175,RM200,8.0
20176,RM051,25.0
20176,RM005,6.5
20176,RM001,6.0
20176,RM204,25.0
20176,RM103,0.25
20177,RM051,31.0
20177,RM1202,0.5
20177,RM005,5.0
20177,RM001,5.0
20177,RM221,0.08
20177,RM203,15.5
20177,RM200,0.0
20178,RM051,12.5
20178,RM1202,0.5
20178,RM005,2.0
20178,RM001,8.0
20178,RM203,13.75
20178,RM200,13.75
20179,RM051,20.0
20179,RM1202,1.0
20179,RM005,2.0
20179,RM001,8.0
20179,RM203,9.5
20179,RM200,9.5
20180,RM051,52.0
20180,RM1202,1.0
20180,RM005,6.0
20180,RM001,7.0
20180,RM220,0.04
20180,RM505,0.4
20180,RM203,10.0
20180,RM200,10.0
20181,RM051,25.0
20181,RM1201,2.0
20181,RM005,9.0
20181,RM004,0.0
20181,RM220,0.06
20181,RM200,18.5
20182,RM051,28.0
20182,RM1201,2.0
20182,RM005,8.0
20182,RM004,0.0
20182,RM220,0.05
20182,RM221,0.02
20182,RM200,15.0
20182,RM202,5.0
20183,RM051,30.0
20183,RM1201,2.0
20183,RM005,8.0
20183,RM004,0.0
20183,RM203,11.0
20183,RM200,11.0
20185,RM051,0.0
20185,RM1201,0.5
20185,RM004,0.0
20185,RM001,21.0
20185,RM203,7.0
20185,RM200,7.0
20186,RM051,0.0
20186,RM1201,2.0
20186,RM004,0.0
20186,RM001,12.5
20186,RM203,14.0
20186,RM200,20.0
20187,RM197,0.003
20187,RM051,4.35
20187,RM1201,0.25
20187,RM004,0.0
20187,RM001,1.16
20187,RM606,0.015
20187,RM801,0.006
20187,RM505,0.002
20187,RM200,2.175
20189,RM120,0.1
20189,RM211,2.1
20189,RM005,7.0
20189,RM104,0.4
20189,RM001,12.0
20189,RM203,27.25
20190,RM120,0.1
20190,RM104,0.5
20190,RM001,20.0
20190,RM203,30.0
20191,RM051,2.0
20191,RM001,1.9
20191,RM221,0.008
20191,RM606,0.012
20191,RM505,0.002
20191,RM203,3.42
20191,RM101,0.2
20192,RM051,93.8
20192,RM1202,1.7
20192,RM005,15.5
20192,RM001,12.5
20192,RM221,0.05
20192,RM203,21.8
20192,RM202,21.8
20193,RM051,45.0
20193,RM1202,0.5
20193,RM005,9.0
20193,RM001,0.0
20193,RM221,0.0
20193,RM200,4.0
20193,RM202,2.0
20194,RM052,26.0
20194,RM005,0.0
20194,RM001,13.0
20194,RM204,26.5
20194,RM103,0.25
20301,RM1202,0.5
20301,RM005,0.0
20301,RM210,20.0
20301,RM001,12.3
20301,RM200,20.0
20301,RM101,0.5
20302,RM052,15.0
20302,RM005,0.0
20302,RM001,14.75
20302,RM204,30.0
20302,RM103,0.3
MT1503,RM050,4.85
MT1503,RM005,1.8
21102,RM222,0.04
21102,RM606,0.028
21102,RM1102,80.15
21102,RM200,7.0
21103,RM222,0.15
21103,RM1102,80.15
21103,RM201,1.0
21103,RM200,8.5
21104,RM222,0.17
21104,RM606,0.012
21104,RM1102,80.15
21104,RM201,2.0
21104,RM200,9.5
21189,RM183,0.015
21189,RM1101,80.15
21189,RM517,0.05
21189,RM200,6.4
21190,RM183,0.05
21190,RM600,0.002
21190,RM304,0.003
21190,RM1101,80.15
21190,RM517,0.065
21190,RM200,7.0
21192,RM197,0.02
21192,RM220,0.04
21192,RM700,0.09
21192,RM1101,80.15
21192,RM505,0.1
21192,RM200,6.5
23002,RM1202,0.5
23002,RM005,0.0
23002,RM210,20.0
23002,RM011,12.3
23002,RM200,20.0
23002,RM101,0.5
30003,RM051,24.0
30003,RM1201,2.0
30003,RM1000,9.35
30003,RM004,3.4
30003,RM001,6.8
30003,RM312,0.035
30003,RM200,0.17
30003,RM092,0.5
30005,RM051,27.0
30005,RM1201,2.0
30005,RM1000,10.0
30005,RM004,4.0
30005,RM001,6.0
30005,RM300,0.6
30005,RM092,0.5
30006,RM051,27.0
30006,RM1201,2.0
30006,RM1000,18.0
30006,RM004,3.0
30006,RM001,7.0
30006,RM300,1.2
30006,RM092,0.5
30007,RM051,25.0
30007,RM1201,2.0
30007,RM1000,12.5
30007,RM004,3.0
30007,RM001,7.0
30007,RM300,0.15
30007,RM200,1.5
30007,RM092,0.5
30008,RM051,25.0
30008,RM1201,2.0
30008,RM1000,11.0
30008,RM004,3.0
30008,RM001,7.0
30008,RM300,2.0
30008,RM200,0.0
30008,RM092,0.5
30010,RM051,25.0
30010,RM1201,2.0
30010,RM1000,7.8
30010,RM1004,10.0
30010,RM004,2.0
30010,RM001,7.0
30010,RM092,0.5
30011,RM051,35.0
30011,RM1201,2.0
30011,RM004,5.0
30011,RM001,10.0
30011,RM312,0.35
30011,RM304,4.8
30011,RM200,0.6
30011,RM092,0.5
30014,RM051,25.0
30014,RM1201,2.0
30014,RM1000,9.0
30014,RM1004,0.35
30014,RM004,6.0
30014,RM001,12.0
30014,RM700,0.08
30014,RM312,0.2
30014,RM313,0.05
30014,RM200,2.16
30014,RM092,0.5
30015,RM051,22.0
30015,RM1201,2.0
30015,RM004,3.0
30015,RM001,6.0
30015,RM957,12.0
30015,RM956,0.85
30015,RM200,0.5
30015,RM092,0.5
30017,RM051,25.0
30017,RM1201,2.0
30017,RM1000,9.0
30017,RM004,6.0
30017,RM001,12.0
30017,RM312,0.02
30017,RM313,0.3
30017,RM092,0.5
30018,RM051,30.0
30018,RM1201,2.0
30018,RM004,3.0
30018,RM001,7.0
30018,RM957,15.0
30018,RM958,1.0
30018,RM200,1.5
30018,RM092,0.5
30019,RM051,0.0
30019,RM1201,2.0
30019,RM1000,14.0
30019,RM004,6.0
30019,RM001,30.0
30019,RM312,0.1
30019,RM200,0.25
30019,RM092,0.0
30022,RM051,22.0
30022,RM1201,2.0
30022,RM1002,0.42
30022,RM1000,9.52
30022,RM004,3.5
30022,RM001,8.7
30022,RM313,0.17
30022,RM092,0.5
30025,RM051,22.0
30025,RM1201,2.0
30025,RM1000,7.9
30025,RM004,3.5
30025,RM001,8.7
30025,RM312,0.13
30025,RM313,0.52
30025,RM200,0.13
30025,RM092,0.5
30027,RM051,26.0
30027,RM1201,2.0
30027,RM1007,0.11
30027,RM1000,13.57
30027,RM1008,0.35
30027,RM004,3.0
30027,RM001,7.0
30027,RM700,0.185
30029,RM051,25.0
30029,RM183,0.005
30029,RM1201,2.0
30029,RM1002,8.0
30029,RM004,3.0
30029,RM001,10.0
30030,RM051,22.0
30030,RM1201,2.0
30030,RM004,3.0
30030,RM001,5.0
30030,RM957,10.88
30030,RM958,2.1
30030,RM200,0.885
30030,RM092,0.5
30037,RM051,0.0
30037,RM1201,2.0
30037,RM004,25.0
30037,RM001,0.0
30037,RM311,0.1
30038,RM1201,2.0
30038,RM004,5.0
30038,RM001,20.0
30038,RM307,0.4
30038,RM200,6.0
30039,RM051,6.0
30039,RM1201,2.0
30039,RM1007,0.275
30039,RM1002,0.52
30039,RM1000,16.0
30039,RM004,3.2
30039,RM001,8.7
30063,RM051,26.0
30063,RM1201,1.0
30063,RM1002,0.6
30063,RM1000,14.0
30063,RM004,3.0
30063,RM001,7.0
30063,RM313,0.1
30063,RM202,2.0
30063,RM135,5.8
30064,RM051,30.0
30064,RM1201,2.0
30064,RM1002,9.5
30064,RM1004,0.1
30064,RM004,2.0
30064,RM001,10.0
30064,RM200,1.5
30065,RM120,0.02
30065,RM151,5.0
30065,RM1201,1.5
30065,RM1005,1.65
30065,RM1000,9.5
30065,RM004,5.0
30065,RM001,11.0
30067,RM051,40.0
30067,RM1201,2.5
30067,RM1002,1.55
30067,RM1000,16.0
30067,RM004,2.0
30067,RM001,8.0
30067,RM200,1.0
30068,RM051,28.0
30068,RM1201,2.0
30068,RM005,12.0
30068,RM001,4.0
30068,RM705,0.02
30068,RM313,0.18
30068,RM304,6.0
30068,RM135,2.2
30068,RM092,0.5
30069,RM051,35.0
30069,RM1201,2.0
30069,RM1002,0.55
30069,RM1000,6.5
30069,RM004,3.0
30069,RM001,7.0
30069,RM200,0.7
30069,RM092,0.0
30070,RM051,40.0
30070,RM1201,2.0
30070,RM1002,2.0
30070,RM1000,7.5
30070,RM1004,2.0
30070,RM004,3.0
30070,RM001,7.0
30070,RM092,0.0
30071,RM051,30.0
30071,RM1201,2.0
30071,RM1002,2.5
30071,RM1000,14.0
30071,RM004,2.0
30071,RM001,10.0
30071,RM200,1.0
30071,RM092,0.5
30072,RM051,38.0
30072,RM1201,2.0
30072,RM1007,0.11
30072,RM1000,13.5
30072,RM1008,0.35
30072,RM004,1.0
30072,RM001,5.0
30072,RM700,0.185
30073,RM051,30.0
30073,RM183,0.02
30073,RM1201,2.0
30073,RM1004,3.5
30073,RM004,1.0
30073,RM001,8.0
30073,RM200,1.0
30074,RM051,25.0
30074,RM1201,2.0
30074,RM1002,1.7
30074,RM1000,5.0
30074,RM004,2.0
30074,RM001,8.0
30074,RM202,0.5
30075,RM051,25.0
30075,RM1201,2.0
30075,RM1002,2.75
30075,RM1000,10.0
30075,RM004,2.0
30075,RM001,10.0
30075,RM200,1.0
30077,RM051,35.0
30077,RM1201,2.0
30077,RM1002,1.5
30077,RM1000,15.0
30077,RM004,0.0
30077,RM001,5.0
30077,RM200,1.8
30078,RM051,28.0
30078,RM1201,2.0
30078,RM1007,6.1
30078,RM1000,5.5
30078,RM004,0.0
30078,RM001,10.85
30078,RM200,2.27
30080,RM1201,2.0
30080,RM1007,0.35
30080,RM1000,12.0
30080,RM004,0.0
30080,RM001,15.0
30080,RM053,10.0
30080,RM200,0.5
30081,RM051,25.0
30081,RM1201,2.0
30081,RM1000,22.0
30081,RM1008,0.05
30081,RM004,0.3
30081,RM001,10.0
30081,RM702,0.25
30082,RM051,25.0
30082,RM183,0.335
30082,RM1201,2.0
30082,RM1006,0.65
30082,RM1004,5.5
30082,RM004,2.0
30082,RM001,10.0
30082,RM200,3.0
30083,RM051,5.0
30083,RM183,0.003
30083,RM1201,0.29
30083,RM1007,0.03
30083,RM1000,1.99
30083,RM004,0.29
30083,RM001,0.85
30085,RM051,40.0
30085,RM183,0.35
30085,RM1201,2.0
30085,RM1006,1.0
30085,RM1004,2.0
30085,RM004,2.0
30085,RM001,10.0
30085,RM382,2.0
30085,RM803,0.2
30085,RM200,3.0
30090,RM051,30.0
30090,RM1201,2.0
30090,RM004,2.0
30090,RM001,7.0
30090,RM957,8.25
30090,RM958,5.5
30093,RM120,0.1
30093,RM051,32.0
30093,RM1201,2.0
30093,RM1002,0.4
30093,RM1000,16.0
30093,RM004,1.8
30093,RM001,6.25
30093,RM200,0.1
30093,RM101,0.63
30094,RM051,3.74
30094,RM1201,0.3
30094,RM1002,0.4
30094,RM1000,2.245
30094,RM004,0.3
30094,RM001,1.2
30094,RM200,0.095
30095,RM051,34.0
30095,RM1201,2.0
30095,RM004,0.0
30095,RM001,18.0
30095,RM312,0.575
30095,RM300,0.37
30095,RM304,7.645
30095,RM200,2.85
30096,RM051,32.0
30096,RM1201,2.0
30096,RM1002,0.35
30096,RM1000,9.0
30096,RM005,0.0
30096,RM001,6.0
30096,RM313,0.0
30096,RM092,0.5
30097,RM051,15.0
30097,RM183,0.05
30097,RM1201,2.0
30097,RM1002,0.5
30097,RM1005,2.5
30097,RM1000,25.0
30097,RM001,12.0
30097,RM092,0.5
30098,RM051,22.0
30098,RM1201,2.0
30098,RM1002,0.77
30098,RM1000,17.25
30098,RM001,12.0
30098,RM200,0.33
30098,RM092,0.5
30099,RM051,25.0
30099,RM1201,2.0
30099,RM1007,1.38
30099,RM1002,0.05
30099,RM1000,21.45
30099,RM005,8.0
30099,RM092,0.0
30100,RM051,28.0
30100,RM1201,2.0
30100,RM1002,0.02
30100,RM005,12.0
30100,RM092,0.0
30101,RM051,4.3
30101,RM1201,0.35
30101,RM005,1.43
30101,RM004,0.0
30101,RM311,0.235
30101,RM313,0.062
30101,RM300,0.062
30101,RM304,1.063
30101,RM092,0.5
30102,RM051,40.0
30102,RM183,0.08
30102,RM005,10.0
30102,RM004,0.0
30102,RM702,0.1
30102,RM304,5.5
30102,RM801,0.0
30102,RM092,0.5
30102,RM101,2.0
30103,RM051,30.0
30103,RM005,9.0
30103,RM004,0.0
30103,RM705,0.8
30103,RM304,4.0
30103,RM092,0.5
30103,RM101,1.0
30104,RM050,30.0
30104,RM1004,11.25
30104,RM005,2.0
30104,RM004,0.0
30104,RM504,10.0
30104,RM092,0.5
30104,RM101,1.0
30105,RM050,10.0
30105,RM1201,2.0
30105,RM1002,0.068
30105,RM1000,19.0
30105,RM1004,0.04
30105,RM005,5.0
30105,RM001,7.0
30106,RM050,35.0
30106,RM1201,2.0
30106,RM1002,3.0
30106,RM1000,7.5
30106,RM005,0.0
30106,RM001,8.0
30106,RM200,0.75
30107,RM050,25.0
30107,RM1201,2.0
30107,RM1002,0.15
30107,RM1000,19.3
30107,RM001,6.0
30107,RM012,6.0
30107,RM200,0.1
30108,RM050,30.0
30108,RM1201,2.0
30108,RM1002,5.5
30108,RM1000,11.5
30108,RM005,2.0
30108,RM001,7.0
30108,RM200,0.5
30109,RM050,30.0
30109,RM1201,2.0
30109,RM005,10.0
30109,RM001,0.0
30109,RM702,0.26
30109,RM300,2.475
30109,RM304,9.75
30109,RM505,7.15
30110,RM050,35.0
30110,RM1201,2.0
30110,RM1002,1.0
30110,RM1005,9.5
30110,RM1000,0.0
30110,RM005,0.0
30110,RM001,8.0
30110,RM313,0.0
30110,RM135,2.0
30111,RM050,35.0
30111,RM1201,2.0
30111,RM1002,12.0
30111,RM1000,15.0
30111,RM1004,7.0
30111,RM005,6.0
30111,RM001,0.0
31001,RM300,0.9
31001,RM304,2.73
31001,RM1102,80.15
31001,RM200,1.67
31002,RM300,0.45
31002,RM304,3.14
31002,RM1102,80.15
31002,RM200,1.67
31020,RM182,0.026
31020,RM300,2.08
31020,RM1101,80.15
31020,RM200,1.56
31022,RM300,0.008
31022,RM304,0.8
31022,RM1101,80.15
31022,RM200,3.2
31023,RM382,0.25
31023,RM1107,50.15
31024,RM183,0.032
31024,RM300,0.64
31024,RM304,0.32
31024,RM1102,80.15
31024,RM517,0.08
31024,RM910,2.0
31025,RM183,0.11
31025,RM300,0.048
31025,RM304,0.48
31025,RM1102,80.15
31025,RM517,0.48
31025,RM200,0.8
31026,RM183,0.12
31026,RM300,0.32
31026,RM304,1.6
31026,RM1102,80.15
31026,RM517,1.6
31026,RM200,2.4
31027,RM183,0.004
31027,RM300,0.545
31027,RM304,2.4
31027,RM1102,80.15
31027,RM517,0.0
31027,RM200,2.0
31028,RM183,0.064
31028,RM300,1.2
31028,RM1102,80.15
31028,RM505,1.36
31029,RM183,0.06
31029,RM300,0.4
31029,RM304,0.88
31029,RM1102,80.15
31029,RM517,0.28
31029,RM200,1.65
31030,RM183,0.045
31030,RM300,0.045
31030,RM304,0.2
31030,RM1102,80.15
31030,RM517,0.16
31030,RM200,3.0
31031,RM183,0.03
31031,RM300,0.015
31031,RM304,0.355
31031,RM1102,80.15
31031,RM517,0.175
31031,RM200,2.8
31032,RM183,0.112
31032,RM300,0.32
31032,RM304,0.8
31032,RM1102,80.15
31032,RM517,0.72
31032,RM200,1.6
31033,RM183,0.1
31033,RM300,0.255
31033,RM304,1.36
31033,RM1102,80.15
31033,RM517,0.6
31033,RM200,3.5
31034,RM183,0.08
31034,RM300,0.96
31034,RM304,0.4
31034,RM1102,80.15
31034,RM505,0.08
31034,RM200,1.6
31207,RM300,1.15
31207,RM306,1.65
31207,RM1101,73.15
31208,RM700,0.35
31208,RM300,0.65
31208,RM306,2.0
31208,RM1101,80.15
31209,RM701,0.027
31209,RM304,0.25
31209,RM308,1.9
31209,RM1101,80.15
31209,RM502,0.93
31209,RM200,0.075
31215,RM300,0.6
31215,RM304,1.85
31215,RM308,0.76
31215,RM1101,80.15
31217,RM300,0.925
31217,RM304,7.2
31217,RM308,0.6
31217,RM1101,80.15
31218,RM183,0.012
31218,RM300,1.2
31218,RM304,0.84
31218,RM308,1.2
31218,RM802,0.01
31218,RM1101,80.15
31219,RM700,0.25
31219,RM300,1.0
31219,RM304,1.2
31219,RM1101,80.15
31219,RM502,0.15
31223,RM183,0.015
31223,RM702,0.02
31223,RM300,3.8
31223,RM304,5.7
31223,RM1101,80.15
31223,RM200,2.0
31224,RM302,4.0
31224,RM1101,80.15
31224,RM517,0.1
31224,RM131,6.5
31225,RM183,0.01
31225,RM312,0.5
31225,RM300,3.5
31225,RM304,5.5
31225,RM1101,80.15
31226,RM183,0.01
31226,RM300,3.5
31226,RM304,6.5
31226,RM1101,80.15
31226,RM131,2.8
31401,RM300,1.15
31401,RM304,3.22
31401,RM1103,73.15
31401,RM202,0.025
31402,RM300,1.25
31402,RM304,3.0
31402,RM1104,73.15
31402,RM202,0.025
31403,RM051,8.0
31403,RM045,10.0
31403,RM102,0.2
31403,RM063,1.0
31403,RM300,0.65
31403,RM304,2.1
31403,RM308,0.72
31403,RM040,25.0
31403,RM060,0.2
31404,RM300,2.15
31404,RM304,2.5
31404,RM308,1.2
31404,RM1103,80.15
31405,RM183,0.03
31405,RM300,3.3
31405,RM304,1.55
31405,RM1103,80.15
31407,RM300,4.0
31407,RM304,9.0
31407,RM1103,80.15
31407,RM200,0.15
31501,RM300,1.675
31501,RM302,0.1
31501,RM304,2.28
31501,RM1101,80.15
31502,RM183,0.065
31502,RM300,0.55
31502,RM304,7.8
31502,RM1101,80.15
31502,RM517,1.7
31504,RM304,2.8
31504,RM308,0.45
31504,RM1102,80.15
31504,RM200,1.1
31507,RM702,0.18
31507,RM300,0.415
31507,RM304,2.15
31507,RM1102,80.15
31507,RM202,1.5
31508,RM702,0.35
31508,RM302,1.1
31508,RM1101,80.15
31508,RM517,0.8
31508,RM200,2.75
31509,RM183,0.125
31509,RM313,1.5
31509,RM300,0.025
31509,RM302,1.1
31509,RM309,0.075
31509,RM1101,80.15
31509,RM200,2.8
31510,RM183,0.075
31510,RM310,0.04
31510,RM300,0.65
31510,RM304,0.4
31510,RM1101,80.15
31510,RM517,0.3
31510,RM200,1.5
31511,RM183,0.3
31511,RM310,0.05
31511,RM304,1.8
31511,RM309,0.5
31511,RM1101,80.15
31511,RM200,0.5
31512,RM183,0.065
31512,RM300,0.8
31512,RM304,0.4
31512,RM1102,80.15
31512,RM505,0.75
31512,RM200,1.42
31513,RM183,0.026
31513,RM300,1.395
31513,RM304,8.0
31513,RM1101,80.15
31513,RM200,0.25
31514,RM183,0.175
31514,RM310,0.04
31514,RM300,0.7
31514,RM304,0.4
31514,RM1101,80.15
31514,RM517,0.3
31514,RM200,1.6
31516,RM183,0.25
31516,RM300,0.08
31516,RM304,0.8
31516,RM1101,80.15
31516,RM200,2.4
